GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,QSPE001,NAME_M,QSPM001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2013-2015, 113th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,Margins of error: Area Name,Margins of error: Total
"G0500690","2008-2012",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",76836,"Jefferson County, Arkansas",0
"G0500710","2008-2012",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",25554,"Johnson County, Arkansas",0
"G0500730","2008-2012",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",7618,"Lafayette County, Arkansas",0
"G0500750","2008-2012",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",17314,"Lawrence County, Arkansas",0
"G0500770","2008-2012",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",10430,"Lee County, Arkansas",0
"G0500790","2008-2012",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",14167,"Lincoln County, Arkansas",0
"G0500810","2008-2012",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",13068,"Little River County, Arkansas",0
"G0500830","2008-2012",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",22352,"Logan County, Arkansas",0
"G0500850","2008-2012",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",68274,"Lonoke County, Arkansas",0
"G0500870","2008-2012",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",15674,"Madison County, Arkansas",0
"G0500890","2008-2012",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",16712,"Marion County, Arkansas",0
"G0500910","2008-2012",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",43449,"Miller County, Arkansas",0
"G0500930","2008-2012",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",46388,"Mississippi County, Arkansas",0
"G0500950","2008-2012",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",8145,"Monroe County, Arkansas",0
"G0500970","2008-2012",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",9453,"Montgomery County, Arkansas",0
"G0500990","2008-2012",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",9003,"Nevada County, Arkansas",0
"G0501010","2008-2012",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",8286,"Newton County, Arkansas",0
"G0501030","2008-2012",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",25894,"Ouachita County, Arkansas",0
"G0501050","2008-2012",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",10413,"Perry County, Arkansas",0
"G0501070","2008-2012",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",21646,"Phillips County, Arkansas",0
"G0501090","2008-2012",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",11261,"Pike County, Arkansas",0
"G0501110","2008-2012",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",24506,"Poinsett County, Arkansas",0
"G0501130","2008-2012",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",20535,"Polk County, Arkansas",0
"G0501150","2008-2012",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",61853,"Pope County, Arkansas",0
"G0501170","2008-2012",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",8659,"Prairie County, Arkansas",0
"G0501190","2008-2012",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",383185,"Pulaski County, Arkansas",0
"G0501210","2008-2012",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",17992,"Randolph County, Arkansas",0
"G0501230","2008-2012",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",28089,"St. Francis County, Arkansas",0
"G0501250","2008-2012",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",107498,"Saline County, Arkansas",0
"G0501270","2008-2012",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",11170,"Scott County, Arkansas",0
"G0501290","2008-2012",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",8146,"Searcy County, Arkansas",0
"G0501310","2008-2012",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",125795,"Sebastian County, Arkansas",0
"G0501330","2008-2012",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",16978,"Sevier County, Arkansas",0
"G0501350","2008-2012",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",17278,"Sharp County, Arkansas",0
"G0501370","2008-2012",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",12480,"Stone County, Arkansas",0
"G0501390","2008-2012",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",41594,"Union County, Arkansas",0
"G0501410","2008-2012",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",17223,"Van Buren County, Arkansas",0
"G0501430","2008-2012",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",204057,"Washington County, Arkansas",0
"G0501450","2008-2012",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",77007,"White County, Arkansas",0
"G0501470","2008-2012",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",7262,"Woodruff County, Arkansas",0
"G0501490","2008-2012",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",22033,"Yell County, Arkansas",0
"G0600010","2008-2012",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",1515136,"Alameda County, California",0
"G0600030","2008-2012",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",1197,"Alpine County, California",231
"G0600050","2008-2012",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",37764,"Amador County, California",0
"G0600070","2008-2012",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",220101,"Butte County, California",0
"G0600090","2008-2012",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",45507,"Calaveras County, California",0
"G0600110","2008-2012",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",21329,"Colusa County, California",0
"G0600130","2008-2012",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",1052047,"Contra Costa County, California",0
"G0600150","2008-2012",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",28496,"Del Norte County, California",0
"G0600170","2008-2012",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",180441,"El Dorado County, California",0
"G0600190","2008-2012",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",930517,"Fresno County, California",0
"G0600210","2008-2012",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",28078,"Glenn County, California",0
"G0600230","2008-2012",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",134317,"Humboldt County, California",0
"G0600250","2008-2012",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",173487,"Imperial County, California",0
"G0600270","2008-2012",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",18474,"Inyo County, California",0
"G0600290","2008-2012",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",839153,"Kern County, California",0
"G0600310","2008-2012",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",151982,"Kings County, California",0
"G0600330","2008-2012",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",64360,"Lake County, California",0
"G0600350","2008-2012",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",34628,"Lassen County, California",0
"G0600370","2008-2012",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",9840024,"Los Angeles County, California",0
"G0600390","2008-2012",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",150615,"Madera County, California",0
"G0600410","2008-2012",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",252759,"Marin County, California",0
"G0600430","2008-2012",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",18193,"Mariposa County, California",0
"G0600450","2008-2012",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",87577,"Mendocino County, California",0
"G0600470","2008-2012",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",256398,"Merced County, California",0
"G0600490","2008-2012",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",9545,"Modoc County, California",0
"G0600510","2008-2012",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",14181,"Mono County, California",0
"G0600530","2008-2012",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",416199,"Monterey County, California",0
"G0600550","2008-2012",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",136644,"Napa County, California",0
"G0600570","2008-2012",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",98521,"Nevada County, California",0
"G0600590","2008-2012",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",3021840,"Orange County, California",0
"G0600610","2008-2012",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",350074,"Placer County, California",0
"G0600630","2008-2012",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",19926,"Plumas County, California",0
"G0600650","2008-2012",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",2192982,"Riverside County, California",0
"G0600670","2008-2012",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",1422348,"Sacramento County, California",0
"G0600690","2008-2012",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",55467,"San Benito County, California",0
"G0600710","2008-2012",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",2041029,"San Bernardino County, California",0
"G0600730","2008-2012",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",3100500,"San Diego County, California",0
"G0600750","2008-2012",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",807755,"San Francisco County, California",0
"G0600770","2008-2012",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",687036,"San Joaquin County, California",0
"G0600790","2008-2012",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",270121,"San Luis Obispo County, California",0
"G0600810","2008-2012",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",721183,"San Mateo County, California",0
"G0600830","2008-2012",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",423594,"Santa Barbara County, California",0
"G0600850","2008-2012",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",1788393,"Santa Clara County, California",0
"G0600870","2008-2012",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",262340,"Santa Cruz County, California",0
"G0600890","2008-2012",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",177693,"Shasta County, California",0
"G0600910","2008-2012",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",3163,"Sierra County, California",231
"G0600930","2008-2012",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",44673,"Siskiyou County, California",0
"G0600950","2008-2012",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",414209,"Solano County, California",0
"G0600970","2008-2012",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",483456,"Sonoma County, California",0
"G0600990","2008-2012",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",515115,"Stanislaus County, California",0
"G0601010","2008-2012",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",94615,"Sutter County, California",0
"G0601030","2008-2012",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",63200,"Tehama County, California",0
"G0601050","2008-2012",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",13693,"Trinity County, California",0
"G0601070","2008-2012",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",441877,"Tulare County, California",0
"G0601090","2008-2012",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",55205,"Tuolumne County, California",0
"G0601110","2008-2012",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",822794,"Ventura County, California",0
"G0601130","2008-2012",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",200873,"Yolo County, California",0
"G0601150","2008-2012",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",72244,"Yuba County, California",0
"G0800010","2008-2012",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",442996,"Adams County, Colorado",0
"G0800030","2008-2012",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",15750,"Alamosa County, Colorado",0
"G0800050","2008-2012",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",574357,"Arapahoe County, Colorado",0
"G0800070","2008-2012",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",12109,"Archuleta County, Colorado",0
"G0800090","2008-2012",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",3783,"Baca County, Colorado",0
"G0800110","2008-2012",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",6192,"Bent County, Colorado",0
"G0800130","2008-2012",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",297218,"Boulder County, Colorado",0
"G0800140","2008-2012",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",55913,"Broomfield County, Colorado",0
"G0800150","2008-2012",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",17879,"Chaffee County, Colorado",0
"G0800170","2008-2012",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",2095,"Cheyenne County, Colorado",184
"G0800190","2008-2012",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",9059,"Clear Creek County, Colorado",0
"G0800210","2008-2012",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",8241,"Conejos County, Colorado",0
"G0800230","2008-2012",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",3556,"Costilla County, Colorado",0
"G0800250","2008-2012",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",5747,"Crowley County, Colorado",0
"G0800270","2008-2012",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",4208,"Custer County, Colorado",0
"G0800290","2008-2012",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",30710,"Delta County, Colorado",0
"G0800310","2008-2012",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",604356,"Denver County, Colorado",0
"G0800330","2008-2012",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",1806,"Dolores County, Colorado",184
"G0800350","2008-2012",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",286883,"Douglas County, Colorado",0
"G0800370","2008-2012",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",51850,"Eagle County, Colorado",0
"G0800390","2008-2012",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",23058,"Elbert County, Colorado",0
"G0800410","2008-2012",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",622816,"El Paso County, Colorado",0
"G0800430","2008-2012",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",47006,"Fremont County, Colorado",0
"G0800450","2008-2012",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",56330,"Garfield County, Colorado",0
"G0800470","2008-2012",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",5358,"Gilpin County, Colorado",0
"G0800490","2008-2012",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",14608,"Grand County, Colorado",0
"G0800510","2008-2012",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",15385,"Gunnison County, Colorado",0
"G0800530","2008-2012",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",790,"Hinsdale County, Colorado",130
"G0800550","2008-2012",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",6730,"Huerfano County, Colorado",0
"G0800570","2008-2012",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",1397,"Jackson County, Colorado",130
"G0800590","2008-2012",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",536095,"Jefferson County, Colorado",0
"G0800610","2008-2012",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",1393,"Kiowa County, Colorado",130
"G0800630","2008-2012",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",8210,"Kit Carson County, Colorado",0
"G0800650","2008-2012",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",7372,"Lake County, Colorado",0
